תאריך,יום,שעה (עגולה),מספר קו,שם הקו,route_id,כיוון,אלטרנטיבה,חברה (agency_name),סוג מסלול (route_type),עיר מוצא,תחנת מוצא,עיר יעד,תחנת יעד,כמות תחנות,אורך מסלול (קמ),זמן יציאה מתוכנן,זמן הגעה מתוכנן,משך מתוכנן (דק),משך בפועל (דק),הפרש (דק),מהירות מתוכננת (קמש),מהירות בפועל (קמש),מזהה SIRI
05/01/2024,שישי,01:00,466,מסוף רדינג/רציפים-תל אביב יפו<->משה סנה/אבשלום גיסין-פתח תקווה-20,2953,2,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,פתח תקווה,משה סנה/אבשלום גיסין,58,22.981,01:30:00,02:48:15,78,80,2,17.7,17.2,58601941
05/01/2024,שישי,01:00,489,מסוף רדינג/רציפים-תל אביב יפו<->המנור/הרוקמים-חולון-2#,13763,2,#,אגד,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,חולון,המנור/הרוקמים,39,13.907,01:30:00,02:25:59,56,58,2,14.9,14.4,58601942
05/01/2024,שישי,01:00,273,מסוף רדינג/רציפים-תל אביב יפו<->בית עלמין/שדרות בן גוריון-גדרה-1#,3529,1,#,אגד,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,גדרה,בית עלמין/שדרות בן גוריון,99,45.377,01:30:00,03:38:59,129,115,-14,21.1,23.7,58601944
05/01/2024,שישי,01:00,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2256,2,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34,10.239,01:30:00,02:06:34,37,35,-2,16.6,17.6,58601945
05/01/2024,שישי,01:00,4,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2255,1,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,תל אביב יפו,מסוף הטייסים,33,10.605,01:30:00,02:06:59,37,48,11,17.2,13.3,58601946
05/01/2024,שישי,01:00,425,מסוף עתידים-תל אביב יפו<->שדרות רחבעם זאבי-ראשון לציון-1#,10374,1,#,אגד,אוטובוס,תל אביב יפו,מסוף עתידים,ראשון לציון,שדרות רחבעם זאבי,74,29.687,01:30:00,03:13:00,103,66,-37,17.3,27.0,58601951
05/01/2024,שישי,01:00,230,מסוף כרמלית/הכרמל-תל אביב יפו<->איזור התעשיה כפר סבא-כפר סבא-2#,7728,2,#,מטרופולין,אוטובוס,תל אביב יפו,מסוף כרמלית/הכרמל,כפר סבא,איזור התעשיה כפר סבא,59,30.255,01:30:00,03:06:31,97,74,-23,18.7,24.5,58601955
05/01/2024,שישי,01:00,425,שדרות רחבעם זאבי-ראשון לציון<->מסוף עתידים-תל אביב יפו-2#,10375,2,#,אגד,אוטובוס,ראשון לציון,שדרות רחבעם זאבי,תל אביב יפו,מסוף עתידים,81,30.715,01:45:00,03:33:59,109,83,-26,16.9,22.2,58601964
05/01/2024,שישי,01:00,469,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,13581,1,#,מטרופולין,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,באר שבע,ת.מרכזית באר שבע/הורדה,27,108.003,01:45:00,04:07:53,143,122,-21,45.3,53.1,58601970
05/01/2024,שישי,01:00,425,מסוף עתידים-תל אביב יפו<->שדרות רחבעם זאבי-ראשון לציון-1#,10374,1,#,אגד,אוטובוס,תל אביב יפו,מסוף עתידים,ראשון לציון,שדרות רחבעם זאבי,74,29.687,01:59:00,03:42:00,103,46,-57,17.3,38.7,58601975
05/01/2024,שישי,01:00,418,מסוף בית העלמין/איסוף-בת ים<->מסוף אזורי חן-תל אביב יפו-20,2949,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,מסוף אזורי חן,56,20.168,01:59:00,03:09:44,71,49,-22,17.0,24.7,58601977
05/01/2024,שישי,01:00,418,מסוף אזורי חן-תל אביב יפו<->מסוף בית העלמין/הורדה-בת ים-10,2948,1,0,דן,אוטובוס,תל אביב יפו,מסוף אזורי חן,בת ים,מסוף בית העלמין/הורדה,57,19.9,01:59:00,03:08:19,69,59,-10,17.3,20.2,58601978
05/01/2024,שישי,01:00,466,מסוף רדינג/רציפים-תל אביב יפו<->משה סנה/אבשלום גיסין-פתח תקווה-20,2953,2,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,פתח תקווה,משה סנה/אבשלום גיסין,58,22.981,01:59:00,03:17:15,78,65,-13,17.7,21.2,58601979
05/01/2024,שישי,01:00,4,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הטייסים-תל אביב יפו-10,2255,1,0,דן,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,תל אביב יפו,מסוף הטייסים,33,10.605,01:59:00,02:35:59,37,37,0,17.2,17.2,58601982
05/01/2024,שישי,01:00,333,מסוף רדינג/רציפים-תל אביב יפו<->מסוף הריביירה-אשדוד-2#,95,2,#,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,אשדוד,מסוף הריביירה,65,53.851,01:59:00,03:55:36,117,92,-25,27.6,35.1,58601983
05/01/2024,שישי,01:00,222,מסוף רדינג/רציפים-תל אביב יפו<->מבוא רעות/שד. האורנים-מודיעין מכבים רעות-20,11206,2,0,קווים,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,מודיעין מכבים רעות,מבוא רעות/שד. האורנים,42,43.62,01:59:00,03:23:23,84,46,-38,31.2,56.9,58601985
05/01/2024,שישי,01:00,699,הרכבת/ראש פינה-תל אביב יפו<->ת. מרכזית נתניה-נתניה-2#,22058,2,#,מטרופולין,אוטובוס,תל אביב יפו,הרכבת/ראש פינה,נתניה,ת. מרכזית נתניה,42,31.934,01:59:00,03:02:59,64,44,-20,29.9,43.5,58601990
05/01/2024,שישי,02:00,445,נתב''ג טרמינל 3/קומת תח''צ-נמל תעופה בן גוריון<->מסוף רדינג/הורדה-תל אביב יפו-20,25366,2,0,מטרופולין,אוטובוס,נמל תעופה בן גוריון,נתב''ג טרמינל 3/קומת תח''צ,תל אביב יפו,מסוף רדינג/הורדה,22,24.073,02:10:00,03:01:59,52,39,-13,27.8,37.0,58601998
05/01/2024,שישי,02:00,469,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,13582,2,#,מטרופולין,אוטובוס,באר שבע,ת.מרכזית באר שבע/רציפים בינעירוני,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,29,110.53,02:15:00,04:35:59,141,116,-25,47.0,57.2,58602004
05/01/2024,שישי,02:00,222,מסוף רדינג/רציפים-תל אביב יפו<->מבוא רעות/שד. האורנים-מודיעין מכבים רעות-20,11206,2,0,קווים,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,מודיעין מכבים רעות,מבוא רעות/שד. האורנים,42,43.62,02:30:00,03:54:23,84,58,-26,31.2,45.1,58602007
05/01/2024,שישי,02:00,469,ת. רכבת תל אביב- סבידור/רציפים A-תל אביב יפו<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,13581,1,#,מטרופולין,אוטובוס,תל אביב יפו,ת. רכבת תל אביב- סבידור/רציפים A,באר שבע,ת.מרכזית באר שבע/הורדה,27,108.003,02:45:00,05:07:53,143,123,-20,45.3,52.7,58602017
05/01/2024,שישי,02:00,445,מסוף רדינג/רציפים-תל אביב יפו<->נתב''ג טרמינל 3/קומת תח''צ-נמל תעופה בן גוריון-10,25365,1,0,מטרופולין,אוטובוס,תל אביב יפו,מסוף רדינג/רציפים,נמל תעופה בן גוריון,נתב''ג טרמינל 3/קומת תח''צ,22,24.908,02:40:00,03:34:11,54,50,-4,27.7,29.9,58602018
05/01/2024,שישי,02:00,833,דליה/כליל החורש-נוף הגליל<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-1#,16495,1,#,נסיעות ותיירות,אוטובוס,נוף הגליל,דליה/כליל החורש,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,29,99.341,02:45:00,04:53:41,129,92,-37,46.2,64.8,58602022
05/01/2024,שישי,02:00,18,מסוף בית העלמין/איסוף-בת ים<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-20,2332,2,0,דן,אוטובוס,בת ים,מסוף בית העלמין/איסוף,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,42,13.175,02:50:00,03:35:56,46,52,6,17.2,15.2,58602025
05/01/2024,שישי,02:00,10,חניון אגד/חורשת היובל-חולון<->מסוף אזורי חן-תל אביב יפו-20,2299,2,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,מסוף אזורי חן,59,20.266,02:50:00,03:52:59,63,59,-4,19.3,20.6,58602030
05/01/2024,שישי,02:00,186,מגרש כדורגל-אריאל<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-1#,9251,1,#,תנופה,אוטובוס,אריאל,מגרש כדורגל,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,59,49.513,02:50:00,04:25:21,95,81,-14,31.3,36.7,58602040
05/01/2024,שישי,02:00,42,ת.רק''ל הקוממיות/דרך בגין-בת ים<->מסוף עתידים-תל אביב יפו-20,2457,2,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,מסוף עתידים,51,19.392,02:55:00,04:01:59,67,76,9,17.4,15.3,58602043
05/01/2024,שישי,02:00,451,ת. מרכזית רמלה/רציפים-רמלה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,11933,1,0,קווים,אוטובוס,רמלה,ת. מרכזית רמלה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,31,19.76,02:55:00,03:33:59,39,34,-5,30.4,34.9,58602049
05/01/2024,שישי,02:00,36,החרושת/מעלה המגדל-אור יהודה<->מסוף רדינג/הורדה-תל אביב יפו-20,963,2,0,קווים,אוטובוס,אור יהודה,החרושת/מעלה המגדל,תל אביב יפו,מסוף רדינג/הורדה,42,15.534,02:55:00,03:42:59,48,55,7,19.4,16.9,58602051
05/01/2024,שישי,03:00,300,ת. מרכזית אשקלון רציפים/בינעירוני-אשקלון<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-2#,7395,2,#,אגד,אוטובוס,אשקלון,ת. מרכזית אשקלון רציפים/בינעירוני,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,15,53.662,03:00:00,04:04:59,65,56,-9,49.5,57.5,58602062
05/01/2024,שישי,03:00,60,מסוף עמידר-רמת גן<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,2509,2,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,23,8.623,03:00:00,03:29:20,29,28,-1,17.8,18.5,58602063
05/01/2024,שישי,03:00,61,מסוף עמידר-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2512,2,0,דן,אוטובוס,רמת גן,מסוף עמידר,תל אביב יפו,מסוף כרמלית/הורדה,35,11.29,03:00:00,03:39:59,40,43,3,16.9,15.8,58602064
05/01/2024,שישי,03:00,82,בית רבקה-פתח תקווה<->מסוף כרמלית/הורדה-תל אביב יפו-10,2566,1,0,דן,אוטובוס,פתח תקווה,בית רבקה,תל אביב יפו,מסוף כרמלית/הורדה,42,15.539,03:00:00,03:47:59,48,52,4,19.4,17.9,58602066
05/01/2024,שישי,03:00,42,מסוף עתידים-תל אביב יפו<->ת.רק''ל הקוממיות/דרך בגין-בת ים-10,2454,1,0,דן,אוטובוס,תל אביב יפו,מסוף עתידים,בת ים,ת.רק''ל הקוממיות/דרך בגין,54,19.491,03:00:00,04:02:59,63,71,8,18.6,16.5,58602071
05/01/2024,שישי,02:00,40,חניון אגד/חורשת היובל-חולון<->ת. רכבת אוניברסיטה/הורדה-תל אביב יפו-20,2450,2,0,דן,אוטובוס,חולון,חניון אגד/חורשת היובל,תל אביב יפו,ת. רכבת אוניברסיטה/הורדה,47,18.185,02:55:00,03:52:06,57,57,0,19.1,19.1,58602072
05/01/2024,שישי,03:00,51,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-10,2489,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,39,14.477,03:00:00,03:45:26,45,42,-3,19.3,20.7,58602077
05/01/2024,שישי,03:00,51,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->ת. מרכזית פ''ת/הורדה-פתח תקווה-20,2492,2,0,דן,אוטובוס,תל אביב יפו,ת.מרכזית תל אביב קומה 7/רציפים,פתח תקווה,ת. מרכזית פ''ת/הורדה,44,15.024,03:00:00,03:46:59,47,54,7,19.2,16.7,58602078
05/01/2024,שישי,03:00,16,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->יוסף לוי/הכובשים-תל אביב יפו-20,2324,2,0,דן,אוטובוס,רמת גן,בי''ח שיב''א/שדרות אהרון קציר,תל אביב יפו,יוסף לוי/הכובשים,44,13.285,03:00:00,03:53:54,54,40,-14,14.8,19.9,58602079
05/01/2024,שישי,03:00,17,בי''ח וולפסון-חולון<->יוסף לוי/הכובשים-תל אביב יפו-20,2327,2,0,דן,אוטובוס,חולון,בי''ח וולפסון,תל אביב יפו,יוסף לוי/הכובשים,23,6.333,03:00:00,03:25:36,26,25,-1,14.6,15.2,58602080
05/01/2024,שישי,03:00,172,חניון תמנע-חולון<->מסוף רדינג/הורדה-תל אביב יפו-20,9809,2,0,דן,אוטובוס,חולון,חניון תמנע,תל אביב יפו,מסוף רדינג/הורדה,55,16.963,03:00:00,04:00:11,60,65,5,17.0,15.7,58602083
05/01/2024,שישי,03:00,126,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-1#,9866,1,#,מטרופולין,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,52,18.813,03:00:00,04:00:59,61,71,10,18.5,15.9,58602084
05/01/2024,שישי,03:00,53,קהילות יעקב/רבי יוסף צבי רימון-בני ברק<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-20,25958,2,0,דן,אוטובוס,בני ברק,קהילות יעקב/רבי יוסף צבי רימון,תל אביב יפו,ת.מרכזית תל אביב קומה 7/הורדה,26,9.682,03:00:00,03:32:33,33,40,7,17.6,14.5,58602085
05/01/2024,שישי,03:00,125,ת.רק''ל הקוממיות/דרך בגין-בת ים<->קריית חינוך-תל אביב יפו-20,2963,2,0,דן,אוטובוס,בת ים,ת.רק''ל הקוממיות/דרך בגין,תל אביב יפו,קריית חינוך,57,19.918,03:00:00,04:06:38,67,58,-9,17.8,20.6,58602086
05/01/2024,שישי,03:00,138,ת. מרכזית פ''ת/רציפים-פתח תקווה<->ת. רכבת תל אביב - סבידור/הורדה-תל אביב יפו-10,20849,1,0,דן,אוטובוס,פתח תקווה,ת. מרכזית פ''ת/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/הורדה,32,12.258,03:00:00,03:38:59,39,37,-2,18.9,19.9,58602087
05/01/2024,שישי,03:00,501,מסוף רעננה/רציפים-רעננה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,5189,1,#,מטרופולין,אוטובוס,רעננה,מסוף רעננה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,44,22.294,03:00:00,03:56:59,57,58,1,23.5,23.1,58602093
05/01/2024,שישי,03:00,83,ת. מרכזית רשל''צ/רציפים-ראשון לציון<->ת. רכבת תל אביב - סבידור/חנה וסע-תל אביב יפו-2#,3173,2,#,אגד,אוטובוס,ראשון לציון,ת. מרכזית רשל''צ/רציפים,תל אביב יפו,ת. רכבת תל אביב - סבידור/חנה וסע,57,20.505,03:00:00,04:07:13,67,66,-1,18.4,18.6,58602101
05/01/2024,שישי,03:00,4,מסוף הטייסים-תל אביב יפו<->מסוף רדינג/הורדה-תל אביב יפו-20,2256,2,0,דן,אוטובוס,תל אביב יפו,מסוף הטייסים,תל אביב יפו,מסוף רדינג/הורדה,34,10.239,03:00:00,03:36:34,37,40,3,16.6,15.4,58602110
05/01/2024,שישי,03:00,201,ת. מרכזית רחובות/רציפים-רחובות<->יוסף לוי/הכובשים-תל אביב יפו-2#,3356,2,#,אגד,אוטובוס,רחובות,ת. מרכזית רחובות/רציפים,תל אביב יפו,יוסף לוי/הכובשים,55,25.904,03:00:00,04:09:44,70,67,-3,22.2,23.2,58602118
05/01/2024,שישי,03:00,364,מסוף משה ארנס/רציפים-פתח תקווה<->מסוף גולדה/הורדה-תל אביב יפו-10,27998,1,0,אלקטרה אפיקים,אוטובוס,פתח תקווה,מסוף משה ארנס/רציפים,תל אביב יפו,מסוף גולדה/הורדה,42,17.63,03:00:00,03:51:59,52,44,-8,20.3,24.0,58602124
05/01/2024,שישי,03:00,312,ת. מרכזית אשדוד/רציפים-אשדוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,58,1,#,אלקטרה אפיקים,אוטובוס,אשדוד,ת. מרכזית אשדוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,24,38.376,03:00:00,03:55:59,56,51,-5,41.1,45.1,58602127
05/01/2024,שישי,03:00,20,מסוף אזורי חן-תל אביב יפו<->בית רבקה-פתח תקווה-20,23822,2,0,אלקטרה אפיקים,אוטובוס,תל אביב יפו,מסוף אזורי חן,פתח תקווה,בית רבקה,58,20.419,03:00:00,04:03:16,63,71,8,19.4,17.3,58602136
05/01/2024,שישי,03:00,171,חניון חולון/תחנת מוצא-חולון<->מסוף אזורי חן-תל אביב יפו-2#,9873,2,#,אגד,אוטובוס,חולון,חניון חולון/תחנת מוצא,תל אביב יפו,מסוף אזורי חן,39,17.879,03:00:00,03:46:59,47,55,8,22.8,19.5,58602140
05/01/2024,שישי,03:00,461,ת. מרכזית לוד/רציפים-לוד<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-10,11941,1,0,קווים,אוטובוס,לוד,ת. מרכזית לוד/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,40,23.12,03:00:00,03:46:59,47,48,1,29.5,28.9,58602164
05/01/2024,שישי,03:00,605,ת. מרכזית נתניה/רציפים-נתניה<->ת.מרכזית תל אביב קומה 6/הורדה-תל אביב יפו-1#,711,1,#,מטרופולין,אוטובוס,נתניה,ת. מרכזית נתניה/רציפים,תל אביב יפו,ת.מרכזית תל אביב קומה 6/הורדה,33,31.636,03:00:00,03:59:29,59,52,-7,32.2,36.5,58602165
05/01/2024,שישי,03:00,63,מסוף אלוף שדה-רמת גן<->מסוף כרמלית/הורדה-תל אביב יפו-20,2519,2,0,דן,אוטובוס,רמת גן,מסוף אלוף שדה,תל אביב יפו,מסוף כרמלית/הורדה,33,11.318,03:05:00,03:45:59,41,46,5,16.6,14.8,58602171
